X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
2815,231,10,242,88,1627,205,249,181,2280,0.84,732, FC13, CA33,,Melon
2311,53,10,0,0,258,226,219,127,1209,0.5,580, FC14, CA34,,Carrot
3047,72,7,362,11,1597,228,227,133,2793,0.4,534, FC11, CA49,,Apple
2697,92,15,95,7,2249,242,216,99,2507,0.59,54, FC13, CA31,R3,Berry
2793,165,14,85,10,1142,232,244,140,1048,0.57,-175, FC13, CA22,R2,Berry
2981,55,20,467,237,1871,228,194,91,726,0.93,-755, FC13, CA33,,Melon
2295,148,12,30,5,234,236,239,131,499,0.49,-831, FC14, CA31,,Carrot
2289,335,22,120,45,1265,164,204,176,454,0.59,592, FC14, CA30,,Berry
3200,14,12,60,9,3668,209,216,143,3264,0.01,350, FC11, CA43,,Peach
1983,324,15,162,-1,150,180,223,182,450,0.2,527, FC14, CA21,,Berry
3046,315,13,150,31,1770,184,229,184,1597,0.6,-248, FC13, CA43,,Apple
1988,7,33,95,80,124,162,156,116,382,0.29,82, FC14, CA30,,Berry
2182,93,23,0,0,730,249,197,64,1001,0.17,543, FC14, CA24,,Carrot
2004,106,10,0,0,240,238,228,120,285,0,911, FC14, CA26,,Carrot
2463,317,24,424,193,1159,150,212,198,666,0.06,687, FC14, CA30,,Berry
2129,341,27,30,19,1209,152,188,168,1115,0.73,-52, FC14, CA37,,Carrot
2469,100,18,258,82,750,247,212,88,268,0.53,903, FC14, CA22,,Berry
2345,30,25,247,101,1396,203,176,98,598,0.87,-657, FC14, CA30,,Berry
2350,293,12,60,17,67,187,237,191,696,0.21,464, FC14, CA30,,Berry
2703,330,27,30,17,3141,146,197,184,6186,0.44,743, FC11, CA36,,Melon
3220,81,6,722,196,2656,228,230,136,3136,0.73,-811, FC13, CA51,,Apple
2865,311,16,612,99,2106,175,227,191,841,0.8,-677, FC13, CA31,,Melon
3012,293,13,306,73,1530,182,237,194,3261,0.49,656, FC11, CA42,,Apple
2069,278,12,0,0,1134,188,242,193,402,0.53,721, FC14, CA37,,Carrot
3317,320,11,930,207,1231,191,229,178,2924,0.34,294, FC13, CA52,,Apple
2216,100,23,0,0,1200,250,203,69,509,0.98,-749, FC14, CA24,,Carrot
3377,,10,295,0,4325,215,218,138,3869,0.25,756, FC11, CA60,,Peach
3186,159,13,362,6,1996,233,242,137,1919,0.49,-6, FC13, CA53,,Apple
2786,43,10,285,7,324,222,217,129,778,0.34,-57, FC11, CA50,,Melon
2658,150,10,0,0,1209,233,240,137,706,0.13,-955, FC13, CA22,,Melon
2157,151,33,67,37,1087,240,218,79,446,0.13,162, FC14, CA23,,Carrot
2469,122,18,175,47,782,248,222,95,210,0.28,-363, FC14, CA22,,Berry
3148,,5,150,12,4583,227,239,146,1981,0.35,-473, FC11, CA42,,Apple
2051,131,18,30,5,841,246,227,102,577,0.07,826, FC14, CA21,,Carrot
2671,,26,175,55,1350,253,200,58,664,0.71,912, FC11, CA50,,Melon
2977,96,7,362,37,1978,232,229,129,745,0,422, FC13, CA52,,Apple
2232,147,27,0,0,722,244,225,92,443,0.71,30, FC14, CA24,,Carrot
3055,75,7,90,0,2875,229,226,130,1583,0.11,652, FC13, CA52,,Apple
2176,307,26,424,165,485,141,215,210,514,0.06,-401, FC14, CA30,,Berry
2376,59,13,384,151,553,230,211,112,1776,0.91,74, FC14, CA26,,Carrot
2329,191,12,384,35,1282,219,249,162,900,0.41,582, FC14, CA22,,Carrot
3283,10,10,150,4,1120,209,220,148,2402,0.51,-536, FC11, CA58,,Apple
2085,77,32,150,35,210,240,164,29,474,0.78,318, FC14, CA30,R1,Mango
2346,181,10,488,270,1466,224,247,155,1048,0.48,-389, FC14, CA22,R3,Carrot
2311,177,20,42,13,1260,226,247,144,911,0.34,39, FC14, CA23,,Carrot
2088,66,33,313,131,351,231,156,31,301,0.7,332, FC14, CA25,,Berry
2813,248,19,285,74,1690,177,250,209,2220,0.44,-661, FC13, CA33,,Melon
2027,272,37,60,26,150,100,222,246,180,0.96,682, FC14, CA25,R3,Berry
2855,345,14,180,60,1615,192,217,163,1825,0.1,-976, FC13, CA51,,Mango
2748,348,7,443,101,2673,207,229,160,1451,0.66,509, FC13, CA52,,Melon
3317,101,14,127,24,2355,242,221,106,2696,0,-527, FC11, CA59,,Peach
2238,102,21,0,0,828,250,207,75,421,0.42,-863, FC14, CA34,,Carrot
2737,,22,108,41,124,219,186,91,1237,0.78,-774, FC11, CA49,R1,Melon
2311,135,35,283,198,960,249,199,46,408,0.57,196, FC14, CA23,,Carrot
3331,358,15,361,61,3635,196,211,152,2014,0.98,331, FC11, CA58,,Apple
2746,143,16,67,22,2440,241,235,119,6597,0.8,-164, FC11, CA32,,Orange
2107,354,7,0,0,1260,209,228,157,1006,0.35,770, FC14, CA37,,Carrot
2856,23,13,95,29,930,212,211,134,277,0.84,721, FC11, CA50,,Melon
2716,75,33,90,70,108,238,158,23,2310,0.23,684, FC11, CA50,R3,Melon
2582,191,15,270,78,924,218,251,162,1466,0.22,-751, FC13, CA24,,Berry
2733,335,17,95,20,1571,178,214,174,1248,0.5,-252, FC13, CA30,,Melon
2801,106,14,319,50,1761,243,223,107,631,1,-521, FC13, CA51,,Melon
2030,121,4,0,0,481,227,236,144,644,0.37,356, FC14, CA37,,Carrot
2857,223,13,926,85,2310,203,252,183,1597,0.41,758, FC13, CA37,,Melon
2871,,26,376,230,391,250,191,53,1958,0.96,205, FC11, CA50,,Melon
3200,172,5,30,0,5673,223,242,154,949,0.76,46, FC11, CA39,,Apple
1949,347,22,60,28,330,173,199,161,708,0.32,649, FC14, CA21,,Mango
2317,1,21,391,110,180,184,194,143,1557,0.6,-46, FC14, CA30,R3,Berry
3227,344,17,30,9,4066,183,211,164,1302,0.99,764, FC11, CA58,,Peach
2773,,48,124,112,134,226,107,0,1298,0.74,908, FC11, CA50,,Melon
2063,100,18,30,1,912,247,212,87,190,1,-279, FC14, CA21,R3,Carrot
3072,,9,30,0,1578,220,221,136,725,0.32,-828, FC13, CA52,,Apple
3359,102,16,247,29,2646,245,217,95,2449,0.67,133, FC11, CA59,R1,Peach
2833,131,14,190,84,2010,242,232,116,882,0.33,222, FC13, CA33,,Melon
2683,,6,85,12,2106,221,226,141,1854,0.86,39, FC13, CA37,R3,Melon
2241,105,28,127,54,1019,253,193,47,1276,0.48,758, FC14, CA23,,Carrot
2092,270,29,150,90,270,131,234,235,85,0.96,-680, FC14, CA25,R1,Berry
1940,106,34,30,6,60,253,178,0,408,0.11,-370, FC14, CA21,,Berry
2202,129,30,201,102,767,252,207,59,182,0.05,29, FC14, CA23,,Carrot
3291,27,10,691,30,3777,216,219,138,3844,0.96,-278, FC11, CA49,,Apple
2289,349,9,134,27,690,204,225,160,618,0.15,646, FC14, CA22,,Berry
3071,98,7,124,-10,859,231,231,132,1510,0.73,-895, FC11, CA43,,Apple
2734,68,30,108,43,124,234,166,42,1262,0.43,123, FC11, CA49,,Melon
2398,58,19,0,0,732,230,197,92,875,0.2,-717, FC14, CA21,,Carrot
2297,337,35,190,142,1260,123,168,171,1300,0.3,130, FC14, CA30,,Berry
2894,234,9,30,3,2103,206,248,180,1443,0.7,-606, FC13, CA43,,Melon
2791,117,14,85,13,2188,244,226,108,1345,0.53,182, FC13, CA33,,Melon
2069,,38,60,41,365,105,230,245,642,0.1,-794, FC14, CA21,,Berry
2501,71,9,60,8,767,230,223,126,5547,0.15,-596, FC11, CA38,,Melon
3073,347,23,42,9,1050,169,196,161,270,0.05,-63, FC13, CA43,,Apple
2716,,19,430,-13,2326,233,243,132,2316,0.85,965, FC13, CA24,R1,Berry
2414,43,8,0,0,400,222,222,135,1293,0.78,586, FC14, CA26,,Carrot
3047,135,3,932,141,5900,224,238,149,3591,0.87,731, FC11, CA49,,Apple
2752,139,22,404,123,2589,247,227,97,2105,0.38,494, FC13, CA30,,Berry
2877,288,13,30,-3,2080,183,239,195,1015,0,25, FC13, CA39,,Melon
2132,73,27,365,172,408,239,179,53,488,0.93,836, FC14, CA21,,Berry
2242,105,13,0,0,850,242,223,109,451,0.63,-645, FC14, CA34,R1,Carrot
2365,85,19,256,120,1279,244,204,82,1248,0.01,641, FC14, CA22,,Berry
2006,73,11,0,0,170,233,218,115,319,0.67,-223, FC14, CA37,,Carrot
2746,358,18,150,40,1631,189,204,150,1198,0.42,-841, FC13, CA30,,Melon
2270,53,9,430,112,1421,226,220,128,902,0.6,-163, FC14, CA22,,Berry
2786,52,11,182,10,2005,226,216,123,2609,0.57,983, FC11, CA49,,Melon
2811,80,35,255,115,268,241,156,15,1383,0.05,-586, FC11, CA49,,Melon
2713,32,8,201,14,127,219,224,141,816,0.68,-198, FC13, CA31,,Melon
2033,52,27,67,37,390,222,170,66,722,0.3,-494, FC14, CA30,,Berry
3313,326,3,175,40,3073,211,235,163,2258,0.52,568, FC11, CA59,R3,Peach
2719,61,6,297,30,255,225,228,137,942,0.82,-988, FC13, CA31,,Melon
2864,294,22,759,163,2130,153,229,214,1779,0.11,-993, FC13, CA33,,Melon
2219,175,28,192,94,1140,223,241,131,541,0.9,720, FC14, CA23,,Carrot
2964,198,2,745,132,537,218,240,158,1507,0.02,906, FC13, CA31,,Melon
3533,43,12,874,334,2654,222,213,123,1061,0.06,942, FC11, CA60,,Apple
2835,124,24,134,84,2100,252,214,76,757,0.88,-105, FC13, CA33,,Melon
2728,294,9,0,0,1889,194,238,184,726,0.26,403, FC13, CA51,,Melon
3377,112,11,268,43,2402,239,228,118,2574,0.73,472, FC11, CA58,,Peach
2768,57,22,170,75,175,229,187,80,1288,0.02,862, FC11, CA49,,Melon
2952,0,4,30,2,2046,214,232,156,1471,0.75,-791, FC11, CA49,,Apple
2189,133,30,124,76,1034,251,210,63,404,0.76,696, FC14, CA23,,Carrot
2883,136,25,927,106,2409,249,221,84,1501,0.71,775, FC13, CA33,,Melon
2753,60,25,242,74,258,230,179,67,1879,0.34,25, FC11, CA49,,Melon
2108,338,16,0,0,920,183,215,170,256,0.02,-575, FC14, CA24,,Carrot
2837,142,17,134,34,2230,242,234,115,1155,0.23,-206, FC13, CA33,,Melon
3180,29,25,600,184,706,203,178,100,1924,0.25,-521, FC11, CA50,,Peach
2600,117,7,408,72,721,232,234,135,1425,0.06,-444, FC13, CA22,R1,Berry
2067,96,35,42,16,371,250,168,0,295,0.25,97, FC14, CA23,,Carrot
2733,90,5,60,-1,1364,227,232,139,2315,0.92,971, FC11, CA43,,Melon
2752,164,16,361,168,1679,233,243,136,1230,0,-591, FC13, CA24,,Berry
2490,79,9,240,13,878,232,224,124,4184,0.11,-428, FC11, CA38,,Orange
2355,337,10,0,0,819,197,225,167,1533,0.39,117, FC14, CA25,,Carrot
2042,41,32,371,-21,400,206,154,62,932,0.83,-446, FC14, CA21,,Mango
2800,64,26,218,112,242,233,178,61,1397,0.99,147, FC11, CA49,,Melon
2873,1,11,90,46,1950,204,219,152,1189,0.64,260, FC13, CA43,,Apple
2696,,8,85,5,120,225,223,132,870,0.99,-530, FC13, CA31,R3,Melon
2320,150,8,404,139,1200,231,240,141,1181,0.92,301, FC14, CA26,R1,Carrot
2558,122,7,560,55,1087,233,234,134,1396,0.57,-958, FC13, CA22,,Berry
2882,72,29,270,157,1981,238,170,42,541,0.24,468, FC13, CA33,,Melon
3055,294,11,255,-15,2239,189,237,189,1262,0.74,-250, FC13, CA43,,Apple
2203,155,4,0,0,1296,224,240,150,680,0.96,-316, FC14, CA37,,Carrot
3291,,11,509,104,671,234,218,115,1110,0.42,721, FC13, CA59,,Peach
2702,3,19,67,8,1531,191,201,144,1310,0.27,-10, FC13, CA30,R2,Melon
2827,160,28,134,65,3948,235,233,108,5474,0.41,811, FC11, CA50,,Orange
2330,76,2,0,0,402,222,235,150,1356,0.21,156, FC14, CA34,,Carrot
3398,200,11,693,192,2103,216,250,167,1114,0.01,563, FC13, CA52,,Apple
2704,,7,150,15,210,229,227,131,937,0.82,218, FC13, CA31,,Melon
2993,39,20,361,134,1690,217,193,104,2888,0.4,160, FC13, CA44,,Apple
2244,55,6,0,0,1224,224,227,139,693,0.09,565, FC14, CA22,,Carrot
3384,73,25,180,44,3008,240,183,59,2006,0.2,-755, FC11, CA59,,Peach
2791,57,10,0,0,1595,227,219,125,1724,0.37,708, FC13, CA37,,Melon
2827,192,18,324,100,1682,216,251,163,2221,0.07,684, FC13, CA24,,Melon
3358,304,7,300,47,1489,200,236,176,1992,0,357, FC13, CA52,,Apple
3192,153,15,270,54,2053,237,240,130,2801,0.81,-860, FC11, CA49,,Peach
2392,35,13,0,0,497,218,211,126,1350,0.38,-181, FC14, CA26,,Carrot
2719,288,10,60,14,1617,193,239,186,1006,0.63,352, FC13, CA43,,Melon
2910,323,10,420,238,1180,195,230,174,765,0.93,-777, FC13, CA52,,Melon
2579,15,15,134,20,390,206,209,138,1061,0.61,-4, FC13, CA30,,Berry
2815,101,14,228,61,1902,243,220,104,853,0.88,702, FC13, CA51,R2,Melon
2711,126,4,0,0,1463,227,237,145,1355,1,671, FC13, CA30,,Melon
2769,79,31,60,-15,175,242,167,31,1411,0.34,205, FC11, CA49,,Melon
3040,,12,108,18,3302,186,231,185,300,0.19,-407, FC11, CA43,,Apple
3188,67,8,170,6,5121,228,224,129,2118,0.2,100, FC11, CA42,,Apple
2258,156,19,212,77,1110,238,238,121,1200,0.4,531, FC14, CA23,R1,Carrot
2611,179,14,0,0,1266,225,248,152,875,0.92,635, FC13, CA24,,Melon
2344,47,12,0,0,824,224,214,123,1075,0.79,-954, FC14, CA34,,Carrot
3193,188,14,450,39,3132,221,250,159,1060,0.61,585, FC13, CA52,,Apple
2743,230,13,108,11,1911,200,251,187,865,0.57,-563, FC13, CA51,,Melon
3031,,6,513,27,5542,228,230,136,4002,0.08,553, FC11, CA49,,Apple
3130,337,8,433,-55,1129,203,229,165,1019,0.22,593, FC12, CA43,,Apple
3161,315,12,90,22,4508,189,230,181,3556,0.37,-72, FC11, CA49,,Apple
2707,83,35,90,66,90,243,158,14,2191,1,576, FC11, CA50,,Melon
2662,105,5,30,-3,1211,228,234,140,1731,0.57,582, FC13, CA40,,Melon
2411,49,21,201,66,600,224,190,92,408,0.14,-671, FC14, CA21,,Berry
2156,9,9,0,0,1425,210,222,149,876,0.67,-360, FC14, CA23,,Carrot
2457,102,18,216,70,720,247,215,90,285,0.45,-165, FC14, CA22,,Berry
2030,18,18,42,12,467,203,199,128,524,0.17,15, FC14, CA30,,Carrot
2219,0,14,0,0,1140,199,214,151,384,0.8,515, FC14, CA37,,Carrot
2647,261,22,124,-5,1294,159,245,221,1110,0.83,-15, FC13, CA48,,Melon
2288,108,25,234,101,1008,253,202,62,1308,0.43,563, FC14, CA23,,Carrot
2539,124,2,268,56,212,222,237,151,1824,0.43,859, FC14, CA26,,Berry
2808,253,15,0,0,1921,184,249,202,1068,0.47,655, FC13, CA33,R2,Apple
2052,55,27,150,37,484,224,170,62,576,0.42,-660, FC14, CA26,,Berry
3136,185,10,42,4,3623,222,248,158,4858,0.98,313, FC11, CA49,,Apple
2786,53,29,335,107,350,221,163,56,2001,0.78,960, FC11, CA49,,Melon
2320,62,22,258,60,866,233,189,79,324,0.9,791, FC14, CA26,,Berry
2880,167,12,446,38,2466,230,244,144,1982,0.35,153, FC13, CA46,,Melon
2046,3,5,30,0,774,214,231,155,641,0.71,-481, FC14, CA37,,Carrot
2285,139,16,192,102,1214,242,233,115,1092,0.17,-185, FC14, CA23,,Carrot
1946,334,25,60,32,108,155,198,178,499,0.45,186, FC14, CA30,R3,Berry
3188,112,8,60,3,2880,235,231,128,5166,0.86,-324, FC11, CA49,,Apple
3061,152,24,300,46,1820,242,231,104,1189,0.74,-806, FC11, CA49,,Apple
2745,319,14,150,27,1624,182,226,183,1199,0.08,523, FC13, CA30,R3,Melon
3045,268,7,295,-11,1690,201,243,181,1594,0.77,-932, FC13, CA43,R3,Apple
2954,38,5,30,6,4666,220,228,144,2285,0.59,-583, FC11, CA43,,Melon
3225,138,17,42,16,2542,243,232,112,2790,0.44,902, FC11, CA49,,Peach
2137,94,40,124,86,402,246,150,0,272,0.74,-838, FC14, CA23,,Carrot
2945,,14,0,0,4671,225,208,114,4737,0.94,-434, FC11, CA43,,Apple
3251,119,9,108,1,2995,235,233,128,677,0.72,424, FC11, CA43,,Apple
2837,98,29,240,165,1310,252,185,40,860,0.93,-825, FC13, CA33,,Melon
3285,305,8,484,95,840,199,236,176,589,0.72,103, FC13, CA52,,Apple
3081,,19,30,14,2105,179,207,165,3248,0.83,21, FC11, CA42,R2,Apple
3146,130,4,134,5,4726,226,237,145,2100,0.3,-510, FC11, CA39,,Apple
2728,,14,240,40,242,241,215,101,2424,0.01,505, FC11, CA49,,Melon
2977,,10,309,18,4830,236,225,120,2447,0.34,-599, FC11, CA43,,Apple
2236,70,10,0,0,1533,231,221,123,895,0.48,-485, FC14, CA37,,Carrot
3167,342,10,190,-18,1359,198,224,165,812,0,-43, FC12, CA44,R1,Apple
2303,34,19,127,48,270,214,195,111,1633,0.8,-977, FC14, CA26,,Berry
2000,318,7,30,4,108,201,234,172,268,0.4,-402, FC14, CA37,,Carrot
2292,109,26,192,98,876,253,201,58,1429,0.72,167, FC14, CA23,,Carrot
2836,273,9,67,-7,1981,196,243,186,1214,0.98,-468, FC13, CA53,,Melon
2054,243,33,124,56,295,137,244,230,458,0.51,-927, FC14, CA25,,Berry
3276,221,9,300,49,3912,210,249,175,2463,0.35,186, FC11, CA43,,Peach
2376,121,19,212,85,1289,249,221,92,990,0.46,203, FC14, CA23,,Berry
2305,300,25,192,98,417,143,221,214,1452,0.9,-762, FC14, CA30,,Berry
3269,67,9,0,0,4312,229,222,125,2282,0.56,-540, FC11, CA58,,Apple
2827,77,17,351,178,1170,239,206,92,730,1,-850, FC13, CA33,,Melon
2808,176,4,560,43,2024,221,241,156,1892,0.78,317, FC13, CA37,,Melon
3341,299,12,272,73,5343,186,235,189,939,0.44,512, FC11, CA59,,Apple
3172,24,10,655,155,1785,215,218,140,2530,0.21,756, FC13, CA51,R2,Apple
3120,319,4,0,0,1490,208,235,166,782,0.54,-271, FC13, CA41,,Apple
2809,140,20,150,-13,751,246,229,102,331,0.6,170, FC11, CA50,,Melon
2941,258,10,42,8,2962,195,246,189,1180,0.49,-937, FC13, CA43,R2,Apple
3206,,11,443,74,319,234,240,136,937,0.56,17, FC13, CA52,,Apple
2677,86,8,150,21,1825,232,227,129,1776,0.6,-246, FC13, CA24,,Berry
2763,59,28,210,91,240,228,171,58,1728,0.99,314, FC11, CA49,R2,Melon
2058,338,15,0,0,890,187,218,170,285,0.39,-304, FC14, CA37,,Carrot
2342,348,6,0,0,1448,209,231,160,351,0.7,53, FC14, CA26,,Carrot
2251,12,30,242,-14,840,174,164,112,295,0.79,-589, FC14, CA30,R1,Berry
2762,164,11,180,13,940,230,243,144,626,0.24,-337, FC13, CA22,,Berry
3296,3,12,124,10,2089,204,217,150,2773,0.26,669, FC11, CA59,,Peach
3082,106,6,60,2,892,231,232,135,1766,0.75,-74, FC11, CA43,,Apple
2645,163,20,124,66,1756,234,241,129,1207,0.37,166, FC13, CA24,,Berry
2905,183,16,108,13,256,222,249,154,939,0.39,630, FC13, CA53,,Melon
2281,,8,0,0,228,231,227,128,421,0.03,151, FC14, CA31,,Carrot
2725,82,35,108,70,120,242,157,13,2250,0.27,191, FC11, CA50,,Melon
2049,87,24,0,0,480,247,194,63,552,0.55,-174, FC14, CA34,R1,Carrot
3197,107,20,192,38,892,250,212,81,789,0.26,-869, FC13, CA59,,Peach
3030,,13,361,20,2886,196,219,162,1353,0.47,865, FC13, CA52,,Apple
2439,34,9,0,0,371,219,221,138,1289,0.55,610, FC14, CA26,R1,Carrot
3289,81,17,42,6,2280,241,207,90,2787,0.24,-132, FC11, CA59,,Peach
1964,233,31,90,42,240,153,249,218,787,0.42,-784, FC14, CA21,,Mango
2867,,32,300,195,1276,250,174,26,841,0.51,245, FC13, CA33,,Melon
2721,27,8,30,6,1289,217,223,142,2259,0.77,-274, FC13, CA31,,Melon
2774,76,23,247,125,1233,241,189,66,812,0.81,-119, FC13, CA33,,Melon
2144,249,27,60,14,931,152,247,225,1426,0.34,-365, FC14, CA37,,Carrot
2131,147,27,30,11,1100,244,225,91,450,0.4,75, FC14, CA23,,Carrot
2889,299,12,30,8,2525,186,235,189,170,0.33,75, FC13, CA43,,Apple
3444,317,31,153,93,3438,126,198,203,1390,0.34,-985, FC11, CA59,,Apple
2317,34,25,242,80,1284,207,177,94,993,0.68,576, FC14, CA30,,Berry
2681,122,23,300,102,1614,252,214,77,1034,0.05,453, FC13, CA24,,Berry
2850,6,9,0,0,4858,210,223,151,4548,0.14,-677, FC11, CA36,,Orange
2107,242,24,0,0,1418,166,251,216,812,0.57,-365, FC14, CA21,,Carrot
2742,9,7,30,3,1120,212,225,151,2197,0.47,701, FC13, CA37,,Melon
2833,,14,90,10,815,243,222,106,285,0.45,756, FC11, CA50,,Melon
2224,170,22,108,43,1082,230,243,133,1211,0.67,349, FC14, CA23,,Carrot
2784,87,31,240,-110,242,247,173,31,2467,0.64,-557, FC11, CA50,,Melon
2304,330,9,0,0,916,199,229,170,872,0.45,567, FC14, CA37,,Carrot
2618,18,15,277,59,495,207,206,133,1008,0.94,-289, FC13, CA30,,Berry
2972,264,2,30,2,1514,214,240,164,1660,0.6,424, FC13, CA39,,Melon
2830,237,16,458,136,886,189,252,198,1814,0.34,480, FC13, CA24,,Melon
2975,144,20,433,224,1905,244,232,108,853,0.37,-18, FC13, CA33,,Melon
2865,,15,400,193,430,240,213,99,1863,0.92,416, FC11, CA49,,Melon
2511,317,34,150,97,339,114,190,205,924,0.84,-826, FC14, CA30,,Berry
2825,136,32,90,23,674,249,209,61,1360,0.95,-90, FC13, CA33,,Melon
2304,135,14,283,141,1392,241,233,118,942,0.38,537, FC14, CA23,,Carrot
3241,52,21,42,-4,3430,226,190,88,3803,0.07,-251, FC11, CA58,,Peach
3258,158,15,212,34,3204,235,241,133,2102,0.37,-336, FC11, CA49,,Peach
2177,331,12,0,0,636,192,225,172,1338,0.58,81, FC14, CA36,,Carrot
2780,350,9,95,4,1936,203,224,160,2674,0.79,-322, FC11, CA43,,Melon
2868,337,16,218,73,1606,184,217,171,1879,0.51,445, FC13, CA51,,Mango
3100,309,18,446,125,1128,169,226,196,2213,0.99,979, FC13, CA52,R3,Apple
2279,151,9,120,17,234,231,240,140,309,0.82,-498, FC14, CA30,,Carrot
3133,291,16,108,11,2249,174,236,202,900,0.52,105, FC13, CA43,,Apple
2187,303,27,42,19,624,135,215,215,1443,0.86,-129, FC14, CA30,,Berry
2276,36,6,0,0,255,220,226,143,400,0.17,-169, FC14, CA30,,Carrot
3221,292,3,424,49,4401,212,238,165,1710,0.25,-12, FC11, CA49,,Apple
2193,265,36,108,75,592,110,229,244,677,0.74,423, FC14, CA30,,Berry
2529,326,5,30,14,1062,207,234,166,5047,0.66,70, FC11, CA36,,Orange
2843,86,21,268,118,1940,245,199,73,566,0.52,-513, FC13, CA33,,Melon
2857,340,11,90,19,1622,197,224,166,1295,0.03,-431, FC13, CA52,,Melon
3072,,9,0,0,1084,199,228,168,1740,0.4,756, FC12, CA43,,Apple
2278,,28,127,53,488,254,199,51,1803,0.04,407, FC14, CA23,,Carrot
2743,,19,255,89,1590,242,235,114,883,0.26,-581, FC11, CA50,,Melon
2798,112,18,134,34,2018,248,219,93,997,0.12,595, FC13, CA33,,Melon
3335,279,10,134,13,3711,194,242,187,1813,0.03,496, FC13, CA52,,Apple
2318,103,24,319,134,1064,252,201,63,1282,0.77,948, FC14, CA26,,Carrot
2337,95,13,30,8,1388,240,220,108,295,0.57,135, FC14, CA26,,Berry
3340,62,16,661,125,2278,232,206,102,2095,0.48,379, FC11, CA60,,Apple
2048,297,10,60,2,768,193,237,184,666,0.2,-684, FC14, CA37,,Carrot
2703,47,8,319,1,666,223,223,134,1813,0.09,43, FC11, CA32,,Apple
2886,12,7,570,94,4295,213,226,150,5518,0.76,45, FC11, CA49,R1,Apple
2186,86,7,0,0,999,230,229,132,1296,0.85,-526, FC14, CA24,R2,Carrot
2275,313,17,350,51,899,172,225,192,212,1,-422, FC14, CA30,,Berry
3080,343,14,268,57,2789,190,218,165,755,0.42,-952, FC11, CA49,,Apple
2797,87,33,180,125,1410,247,166,22,973,1,545, FC13, CA33,,Melon
3181,70,9,210,-15,1991,230,223,125,713,0.95,-394, FC11, CA43,,Apple
2288,103,25,120,47,268,252,199,60,1736,0.6,-248, FC14, CA23,R3,Carrot
3087,64,21,150,-25,631,234,193,82,1570,0.23,-670, FC11, CA49,,Apple
2149,347,11,0,0,780,198,222,162,1616,0.28,-865, FC14, CA36,,Carrot
2460,63,12,0,0,384,230,216,117,1271,0.09,-322, FC14, CA26,,Carrot
2216,,23,0,0,1395,229,184,77,967,0.28,364, FC14, CA37,,Carrot
2068,74,6,0,0,577,228,228,135,134,0.14,-604, FC14, CA23,,Carrot
2249,134,26,175,91,1416,250,217,78,811,0.09,569, FC14, CA23,R2,Carrot
3119,200,20,60,0,6297,208,253,172,2377,0.21,-626, FC11, CA49,,Orange
2702,178,11,85,10,1040,225,247,152,457,0.08,-897, FC13, CA22,,Berry
2955,141,10,124,9,5251,236,237,131,2147,0.55,-587, FC11, CA43,,Apple
3201,70,8,331,59,2908,229,225,129,5058,0.38,-914, FC11, CA49,,Apple
2221,318,21,30,12,834,161,216,194,309,0.58,-33, FC14, CA34,,Berry
3187,349,6,108,0,1328,209,230,159,272,0.86,-973, FC13, CA43,,Apple
3298,85,10,192,55,3997,235,222,118,3978,0.68,-626, FC11, CA58,,Peach
3080,30,18,594,99,2191,212,198,117,2522,0.98,368, FC13, CA44,,Apple
2240,61,2,0,0,1602,221,234,149,808,0.33,37, FC14, CA37,R1,Carrot
2214,139,21,85,30,1061,246,228,99,1231,0.33,-231, FC14, CA23,,Carrot
3291,297,4,180,5,5702,208,238,169,680,0.94,709, FC11, CA58,,Apple
3219,352,8,319,38,5748,206,226,158,2206,0.45,992, FC11, CA49,,Apple
2090,0,29,201,82,309,165,173,134,190,0.62,377, FC14, CA25,,Berry
2118,113,22,30,7,1008,251,211,77,350,0.73,426, FC14, CA23,,Carrot
1992,358,33,228,143,212,151,160,132,750,0.29,-14, FC14, CA25,,Mango
2269,117,24,134,44,531,253,210,71,1761,0.44,-743, FC14, CA23,,Carrot
2756,70,31,30,-19,153,235,163,36,1383,0.72,85, FC11, CA49,,Melon
3089,152,14,95,17,3675,236,240,131,2316,0.69,331, FC11, CA49,,Apple
2225,332,23,247,111,990,160,204,180,1266,0.11,-346, FC14, CA30,,Berry
2239,120,27,212,99,1332,254,205,60,726,0.46,-166, FC14, CA23,,Carrot
2819,330,19,60,24,1537,173,214,179,1819,0.68,-55, FC13, CA33,,Mango
2665,80,23,67,11,170,243,192,67,664,0.02,-430, FC11, CA50,,Melon
3286,357,17,242,66,2873,192,208,152,2458,0.26,-313, FC13, CA44,,Apple
2890,155,14,228,67,2110,236,240,131,962,0.22,-598, FC13, CA52,R3,Melon
2863,210,20,297,92,1048,201,254,182,1766,0.46,779, FC13, CA33,,Melon
2142,32,6,0,0,797,219,226,144,1577,0.03,-354, FC14, CA21,,Carrot
2268,128,32,150,80,1632,252,200,48,67,0.96,64, FC14, CA23,,Berry
3218,111,8,558,70,5840,234,231,129,1589,0.07,462, FC11, CA49,,Apple
2135,347,17,0,0,1326,186,211,162,1381,0.35,-154, FC14, CA37,,Carrot
2237,22,33,268,128,810,181,153,90,313,0.69,-424, FC14, CA30,,Berry
2846,140,17,108,33,2256,243,233,113,1015,0.51,728, FC13, CA33,R3,Melon
